FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern
S12000045,2011-Q3,Count,People,13100,All,Part Time
S12000028,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,75.4,All,Full Time
S12000045,2012-Q3,Count,People,13000,All,Part Time
S12000042,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,34.7,All,Part Time
S12000028,2010-Q4,Count,People,34600,All,Full Time
S12000021,2014-Q4,Ratio,Percentage Of People Employed,28.9,All,Part Time
S12000045,2013-Q3,Count,People,14000,All,Part Time
S12000006,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,66.6,All,Full Time
S12000045,2014-Q3,Count,People,11800,All,Part Time
S12000006,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,68,All,Full Time
S12000028,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,34.3,All,Part Time
S12000021,2012-Q4,Ratio,Percentage Of People Employed,25.9,All,Part Time
S12000008,2007-Q2,Count,People,13400,All,Part Time
S12000006,2011-Q2,Ratio,Percentage Of People Employed,31.1,All,Part Time
S12000006,2019-Q1,95% Upper Confidence Limit,Percentage Of People Employed,33.4,All,Part Time
S12000028,2006-Q2,95% Upper Confidence Limit,Percentage Of People Employed,77.9,All,Full Time
S12000006,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,35.4,All,Part Time
S12000008,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,29.3,All,Part Time
S12000028,2008-Q4,Ratio,Percentage Of People Employed,27,All,Part Time
S12000006,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,38.4,All,Part Time
S12000042,2007-Q2,Ratio,Percentage Of People Employed,70.7,All,Full Time
S12000008,2013-Q4,Count,People,13200,All,Part Time
S12000045,2005-Q3,95% Upper Confidence Limit,Percentage Of People Employed,29.3,All,Part Time
S12000008,2018-Q1,95% Upper Confidence Limit,Percentage Of People Employed,29.2,All,Part Time
S12000045,2006-Q3,95% Upper Confidence Limit,Percentage Of People Employed,29.3,All,Part Time
S12000006,2006-Q2,95% Upper Confidence Limit,Percentage Of People Employed,74.8,All,Full Time
S12000042,2013-Q2,Ratio,Percentage Of People Employed,66.3,All,Full Time
S12000028,2016-Q1,Count,People,34100,All,Full Time
S12000006,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,73.5,All,Full Time
S12000042,2008-Q2,Ratio,Percentage Of People Employed,70.9,All,Full Time
S12000028,2011-Q4,Count,People,33600,All,Full Time
S12000008,2017-Q4,Count,People,14500,All,Part Time
S12000008,2016-Q4,Count,People,12800,All,Part Time
S12000021,2014-Q1,Ratio,Percentage Of People Employed,26.3,All,Part Time
S12000006,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,35.4,All,Part Time
S12000021,2017-Q1,Ratio,Percentage Of People Employed,28,All,Part Time
S12000045,2008-Q4,Count,People,12400,All,Part Time
S12000021,2007-Q4,Ratio,Percentage Of People Employed,26.6,All,Part Time
S12000045,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,29.9,All,Part Time
S12000045,2016-Q2,95% Upper Confidence Limit,Percentage Of People Employed,30.9,All,Part Time
S12000006,2009-Q3,Ratio,Percentage Of People Employed,29.6,All,Part Time
S12000042,2017-Q3,Count,People,44600,All,Full Time
S12000006,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,32.4,All,Part Time
S12000045,2005-Q1,Count,People,13700,All,Part Time
S12000008,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,25.1,All,Part Time
S12000006,2011-Q2,95% Upper Confidence Limit,Percentage Of People Employed,35,All,Part Time
S12000006,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,30.8,All,Part Time
S12000042,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31.3,All,Part Time
S12000006,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,64.9,All,Full Time
S12000006,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,60.8,All,Full Time
S12000045,2013-Q4,Count,People,14000,All,Part Time
S12000045,2011-Q4,Count,People,14100,All,Part Time
S12000006,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,63.7,All,Full Time
S12000045,2012-Q4,Count,People,12700,All,Part Time
S12000045,2010-Q4,Count,People,13800,All,Part Time
S12000042,2012-Q2,Ratio,Percentage Of People Employed,64.8,All,Full Time
S12000006,2016-Q4,95% Upper Confidence Limit,Percentage Of People Employed,72.7,All,Full Time
S12000006,2017-Q4,95% Upper Confidence Limit,Percentage Of People Employed,74.1,All,Full Time
S12000021,2009-Q4,Ratio,Percentage Of People Employed,26.6,All,Part Time
S12000006,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,74.9,All,Full Time
S12000045,2007-Q4,Count,People,13900,All,Part Time
S12000045,2014-Q4,Count,People,12600,All,Part Time
S12000021,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,20.8,All,Part Time
S12000028,2005-Q4,Ratio,Percentage Of People Employed,25.7,All,Part Time
S12000045,2006-Q1,Count,People,15500,All,Part Time
S12000021,2004-Q4,Ratio,Percentage Of People Employed,25.1,All,Part Time
S12000021,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,20.9,All,Part Time
S12000045,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,30.2,All,Part Time
S12000028,2012-Q4,95% Upper Confidence Limit,Percentage Of People Employed,73.2,All,Full Time
S12000045,2005-Q2,Count,People,13800,All,Part Time
S12000045,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,32.8,All,Part Time
S12000045,2017-Q4,Count,People,13600,All,Part Time
S12000042,2014-Q4,Ratio,Percentage Of People Employed,70.4,All,Full Time
S12000045,2006-Q2,Count,People,15400,All,Part Time
S12000045,2016-Q4,Count,People,14800,All,Part Time
S12000045,2005-Q4,Count,People,14600,All,Part Time
S12000042,2010-Q2,Ratio,Percentage Of People Employed,72.7,All,Full Time
S12000006,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,65.9,All,Full Time
S12000008,2017-Q1,95% Upper Confidence Limit,Percentage Of People Employed,28.1,All,Part Time
S12000006,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,67.8,All,Full Time
S12000006,2010-Q2,95% Upper Confidence Limit,Percentage Of People Employed,72.8,All,Full Time
S12000042,2008-Q3,95% Upper Confidence Limit,Percentage Of People Employed,32.7,All,Part Time
S12000021,2015-Q1,Ratio,Percentage Of People Employed,27.7,All,Part Time
S12000045,2010-Q2,95% Upper Confidence Limit,Percentage Of People Employed,30.5,All,Part Time
S12000008,2012-Q4,95% Upper Confidence Limit,Percentage Of People Employed,28,All,Part Time
S12000045,2008-Q2,95% Upper Confidence Limit,Percentage Of People Employed,28.4,All,Part Time
S12000042,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,31.4,All,Part Time
S12000006,2007-Q3,Ratio,Percentage Of People Employed,28.4,All,Part Time
S12000045,2007-Q2,95% Upper Confidence Limit,Percentage Of People Employed,27.9,All,Part Time
S12000006,2011-Q2,95% Upper Confidence Limit,Percentage Of People Employed,72.5,All,Full Time
S12000006,2014-Q2,Ratio,Percentage Of People Employed,34.6,All,Part Time
S12000042,2011-Q2,Ratio,Percentage Of People Employed,65.1,All,Full Time
S12000028,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,74.6,All,Full Time
S12000008,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,28.6,All,Part Time
S12000045,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,27.8,All,Part Time
S12000045,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,34,All,Part Time
S12000028,2011-Q2,95% Upper Confidence Limit,Percentage Of People Employed,30.6,All,Part Time
S12000021,2016-Q1,Ratio,Percentage Of People Employed,24.5,All,Part Time
S12000006,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,68.5,All,Full Time
S12000042,2012-Q4,Ratio,Percentage Of People Employed,64.3,All,Full Time
S12000028,2009-Q4,Ratio,Percentage Of People Employed,27.6,All,Part Time
S12000042,2015-Q4,Ratio,Percentage Of People Employed,73.4,All,Full Time
S12000045,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,32,All,Part Time
S12000021,2010-Q4,Ratio,Percentage Of People Employed,24.1,All,Part Time
S12000006,2005-Q1,Ratio,Percentage Of People Employed,27.9,All,Part Time
S12000006,2006-Q1,Ratio,Percentage Of People Employed,28.7,All,Part Time
S12000028,2011-Q4,95% Upper Confidence Limit,Percentage Of People Employed,74.9,All,Full Time
S12000006,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,73.5,All,Full Time
S12000006,2008-Q2,95% Upper Confidence Limit,Percentage Of People Employed,74.3,All,Full Time
S12000008,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,28,All,Part Time
S12000028,2017-Q1,Count,People,36600,All,Full Time
S12000045,2015-Q4,Count,People,14800,All,Part Time
S12000045,2015-Q2,95% Upper Confidence Limit,Percentage Of People Employed,32.3,All,Part Time
S12000045,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,30.5,All,Part Time
S12000028,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,72.3,All,Full Time
S12000021,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,22.8,All,Part Time
S12000006,2012-Q2,Ratio,Percentage Of People Employed,32.2,All,Part Time
S12000021,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,22.3,All,Part Time
S12000042,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,69.7,All,Full Time
S12000045,2010-Q4,Ratio,Percentage Of People Employed,72.1,All,Full Time
S12000045,2016-Q1,Ratio,Percentage Of People Employed,71.7,All,Full Time
S12000028,2005-Q2,Ratio,Percentage Of People Employed,71.6,All,Full Time
S12000045,2007-Q4,Ratio,Percentage Of People Employed,73.3,All,Full Time
S12000006,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,65.7,All,Full Time
S12000028,2009-Q2,Ratio,Percentage Of People Employed,73.4,All,Full Time
S12000045,2015-Q1,Ratio,Percentage Of People Employed,70.5,All,Full Time
S12000008,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,29.7,All,Part Time
S12000028,2017-Q4,Ratio,Percentage Of People Employed,71.6,All,Full Time
S12000008,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,74.7,All,Full Time
S12000006,2016-Q1,Ratio,Percentage Of People Employed,30.5,All,Part Time
S12000006,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,65.9,All,Full Time
S12000042,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,67.5,All,Full Time
S12000045,2014-Q1,Ratio,Percentage Of People Employed,75,All,Full Time
S12000028,2018-Q1,Ratio,Percentage Of People Employed,29.8,All,Part Time
S12000045,2006-Q4,Count,People,14000,All,Part Time
S12000006,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,69.2,All,Full Time
S12000028,2004-Q4,Ratio,Percentage Of People Employed,28.5,All,Part Time
S12000006,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,69,All,Full Time
S12000006,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,66.6,All,Full Time
S12000008,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,70.8,All,Full Time
S12000045,2009-Q4,Ratio,Percentage Of People Employed,72.4,All,Full Time
S12000021,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,21.6,All,Part Time
S12000006,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,66.3,All,Full Time
S12000028,2010-Q2,Ratio,Percentage Of People Employed,72.3,All,Full Time
S12000045,2018-Q1,Ratio,Percentage Of People Employed,73,All,Full Time
S12000006,2004-Q4,Ratio,Percentage Of People Employed,27.7,All,Part Time
S12000021,2018-Q2,Count,People,16200,All,Part Time
S12000006,2007-Q1,Ratio,Percentage Of People Employed,29.4,All,Part Time
S12000006,2008-Q4,Ratio,Percentage Of People Employed,29.8,All,Part Time
S12000021,2005-Q3,95% Lower Confidence Limit,Percentage Of People Employed,21.6,All,Part Time
S12000021,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,21.9,All,Part Time
S12000021,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,21,All,Part Time
S12000006,2010-Q1,Ratio,Percentage Of People Employed,30.1,All,Part Time
S12000045,2015-Q2,Count,People,14100,All,Part Time
S12000045,2006-Q3,Count,People,14600,All,Part Time
S12000021,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,22.7,All,Part Time
S12000045,2017-Q2,Count,People,14500,All,Part Time
S12000006,2009-Q1,Ratio,Percentage Of People Employed,29.7,All,Part Time
S12000006,2005-Q4,Ratio,Percentage Of People Employed,28.6,All,Part Time
S12000028,2011-Q2,Ratio,Percentage Of People Employed,72.3,All,Full Time
S12000021,2019-Q2,Ratio,Percentage Of People Employed,27.5,All,Part Time
S12000006,2006-Q4,Ratio,Percentage Of People Employed,29.1,All,Part Time
S12000021,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,21.1,All,Part Time
S12000045,2016-Q3,Ratio,Percentage Of People Employed,73.5,All,Full Time
S12000006,2015-Q1,Ratio,Percentage Of People Employed,34.7,All,Part Time
S12000042,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,61.9,All,Full Time
S12000008,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,72.5,All,Full Time
S12000045,2017-Q1,Ratio,Percentage Of People Employed,71.3,All,Full Time
S12000045,2012-Q1,Ratio,Percentage Of People Employed,71.3,All,Full Time
S12000045,2011-Q1,Ratio,Percentage Of People Employed,73.4,All,Full Time
S12000006,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,67.5,All,Full Time
S12000006,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,66.4,All,Full Time
S12000006,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,65.1,All,Full Time
S12000008,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,67.4,All,Full Time
S12000021,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,22.9,All,Part Time
S12000028,2010-Q2,95% Upper Confidence Limit,Percentage Of People Employed,30.6,All,Part Time
S12000045,2011-Q4,Ratio,Percentage Of People Employed,71.6,All,Full Time
S12000006,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,66,All,Full Time
S12000045,2014-Q4,Ratio,Percentage Of People Employed,73.8,All,Full Time
S12000006,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,67,All,Full Time
S12000021,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,22.9,All,Part Time
S12000042,2011-Q1,95% Lower Confidence Limit,Percentage Of People Employed,63.1,All,Full Time
S12000042,2005-Q2,Ratio,Percentage Of People Employed,72.1,All,Full Time
S12000045,2008-Q2,Ratio,Percentage Of People Employed,74.5,All,Full Time
S12000008,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,69.6,All,Full Time
S12000028,2007-Q2,Ratio,Percentage Of People Employed,75.9,All,Full Time
S12000006,2011-Q4,Ratio,Percentage Of People Employed,31.9,All,Part Time
S12000028,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,31.3,All,Part Time
S12000042,2006-Q2,Ratio,Percentage Of People Employed,72.5,All,Full Time
S12000006,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,68,All,Full Time
S12000045,2009-Q2,Ratio,Percentage Of People Employed,72.7,All,Full Time
S12000021,2013-Q1,95% Lower Confidence Limit,Percentage Of People Employed,23.2,All,Part Time
S12000028,2008-Q2,Ratio,Percentage Of People Employed,73,All,Full Time
S12000006,2009-Q4,95% Upper Confidence Limit,Percentage Of People Employed,72.7,All,Full Time
S12000045,2017-Q3,Ratio,Percentage Of People Employed,70.8,All,Full Time
S12000028,2006-Q2,Ratio,Percentage Of People Employed,75.1,All,Full Time
S12000021,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,23.5,All,Part Time
S12000006,2014-Q1,Ratio,Percentage Of People Employed,35.1,All,Part Time
S12000006,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,64.4,All,Full Time
S12000008,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,72.2,All,Full Time
S12000045,2013-Q4,Ratio,Percentage Of People Employed,72.8,All,Full Time
S12000045,2006-Q4,95% Upper Confidence Limit,Percentage Of People Employed,28.5,All,Part Time
S12000021,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,22.8,All,Part Time
S12000006,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,67.1,All,Full Time
S12000028,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,68.7,All,Full Time
S12000045,2008-Q4,Ratio,Percentage Of People Employed,75.3,All,Full Time
S12000045,2013-Q1,Ratio,Percentage Of People Employed,73.6,All,Full Time
S12000021,2014-Q1,95% Lower Confidence Limit,Percentage Of People Employed,22.7,All,Part Time
S12000042,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,69.1,All,Full Time
S12000028,2009-Q2,95% Upper Confidence Limit,Percentage Of People Employed,29.5,All,Part Time
S12000045,2012-Q4,Ratio,Percentage Of People Employed,74.2,All,Full Time
S12000042,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,68,All,Full Time
S12000042,2017-Q3,Ratio,Percentage Of People Employed,31,All,Part Time
S12000006,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,67.9,All,Full Time
S12000008,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,69,All,Full Time
S12000045,2010-Q2,Ratio,Percentage Of People Employed,72.6,All,Full Time
S12000028,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,33.4,All,Part Time
S12000008,2014-Q1,95% Upper Confidence Limit,Percentage Of People Employed,28.5,All,Part Time
S12000006,2007-Q3,95% Lower Confidence Limit,Percentage Of People Employed,68.3,All,Full Time
S12000045,2011-Q2,Ratio,Percentage Of People Employed,73.3,All,Full Time
S12000006,2018-Q1,Ratio,Percentage Of People Employed,28.5,All,Part Time
S12000006,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,61.9,All,Full Time
S12000008,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,74.8,All,Full Time
S12000042,2011-Q3,95% Lower Confidence Limit,Percentage Of People Employed,30.8,All,Part Time
S12000021,2006-Q1,Ratio,Percentage Of People Employed,24.4,All,Part Time
S12000045,2018-Q1,Count,People,14000,All,Part Time
S12000021,2005-Q1,Ratio,Percentage Of People Employed,24,All,Part Time
S12000006,2013-Q1,95% Lower Confidence Limit,Percentage Of People Employed,61.5,All,Full Time
S12000006,2012-Q1,95% Lower Confidence Limit,Percentage Of People Employed,64.1,All,Full Time
S12000042,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,31.6,All,Part Time
S12000045,2009-Q1,Count,People,12800,All,Part Time
S12000028,2008-Q3,Ratio,Percentage Of People Employed,71.8,All,Full Time
S12000045,2016-Q1,Count,People,14200,All,Part Time
S12000042,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,24.4,All,Part Time
S12000021,2019-Q1,95% Upper Confidence Limit,Percentage Of People Employed,28.8,All,Part Time
S12000008,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,71.5,All,Full Time
S12000045,2007-Q1,Count,People,13800,All,Part Time
S12000006,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,62.2,All,Full Time
S12000006,2006-Q1,95% Upper Confidence Limit,Percentage Of People Employed,31.6,All,Part Time
S12000045,2008-Q1,Count,People,13300,All,Part Time
S12000006,2007-Q1,95% Upper Confidence Limit,Percentage Of People Employed,32.4,All,Part Time
S12000028,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,24.2,All,Part Time
S12000006,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,33.1,All,Part Time
S12000045,2016-Q3,Count,People,13200,All,Part Time
S12000045,2011-Q1,Count,People,12900,All,Part Time
S12000045,2014-Q1,Count,People,12600,All,Part Time
S12000006,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,33.4,All,Part Time
S12000028,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,33.4,All,Part Time
S12000028,2005-Q4,Count,People,37800,All,Full Time
S12000042,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,26.5,All,Part Time
S12000045,2010-Q2,Count,People,13800,All,Part Time
S12000042,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,24.9,All,Part Time
S12000021,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,24.3,All,Part Time
S12000045,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,32.3,All,Part Time
S12000021,2011-Q4,Ratio,Percentage Of People Employed,26.3,All,Part Time
S12000006,2017-Q1,95% Upper Confidence Limit,Percentage Of People Employed,31.5,All,Part Time
S12000028,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,34.9,All,Part Time
S12000045,2004-Q4,Count,People,13800,All,Part Time
S12000006,2016-Q1,95% Upper Confidence Limit,Percentage Of People Employed,33.6,All,Part Time
S12000021,2007-Q1,Ratio,Percentage Of People Employed,25.1,All,Part Time
S12000028,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,26.5,All,Part Time
S12000006,2014-Q4,Ratio,Percentage Of People Employed,36.2,All,Part Time
S12000006,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,69.5,All,Full Time
S12000028,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,31.2,All,Part Time
S12000045,2010-Q1,Count,People,14000,All,Part Time
S12000045,2012-Q1,Count,People,14100,All,Part Time
S12000006,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,38.2,All,Part Time
S12000008,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,70,All,Full Time
S12000006,2015-Q1,95% Upper Confidence Limit,Percentage Of People Employed,38,All,Part Time
S12000045,2009-Q1,95% Upper Confidence Limit,Percentage Of People Employed,28.6,All,Part Time
S12000021,2007-Q1,95% Lower Confidence Limit,Percentage Of People Employed,22.1,All,Part Time
S12000045,2011-Q1,95% Upper Confidence Limit,Percentage Of People Employed,29.7,All,Part Time
S12000028,2004-Q4,Count,People,36200,All,Full Time
S12000006,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,66,All,Full Time
S12000045,2007-Q3,Count,People,13400,All,Part Time
S12000045,2008-Q3,Count,People,13000,All,Part Time
S12000028,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,27.9,All,Part Time
S12000006,2014-Q3,95% Lower Confidence Limit,Percentage Of People Employed,61.3,All,Full Time
S12000045,2017-Q3,Count,People,15200,All,Part Time
S12000042,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,24.6,All,Part Time
S12000006,2013-Q1,Ratio,Percentage Of People Employed,34.6,All,Part Time
S12000006,2017-Q1,Ratio,Percentage Of People Employed,27.9,All,Part Time
S12000045,2016-Q2,Count,People,13400,All,Part Time
S12000021,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,21.4,All,Part Time
S12000006,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,65.8,All,Full Time
S12000006,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,67,All,Full Time
S12000028,2012-Q2,Ratio,Percentage Of People Employed,69.4,All,Full Time
S12000006,2014-Q2,95% Lower Confidence Limit,Percentage Of People Employed,61.4,All,Full Time
S12000042,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,20.2,All,Part Time
S12000006,2013-Q3,95% Lower Confidence Limit,Percentage Of People Employed,60.8,All,Full Time
S12000006,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,63.6,All,Full Time
S12000006,2008-Q1,Ratio,Percentage Of People Employed,29.2,All,Part Time
S12000042,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,69,All,Full Time
S12000045,2005-Q3,Count,People,14100,All,Part Time
S12000028,2014-Q1,Count,People,35000,All,Full Time
S12000028,2015-Q1,Count,People,35500,All,Full Time
S12000021,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,21.3,All,Part Time
S12000045,2015-Q3,Count,People,15000,All,Part Time
S12000021,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,21.9,All,Part Time
S12000006,2015-Q3,95% Lower Confidence Limit,Percentage Of People Employed,64.6,All,Full Time
S12000045,2013-Q1,Count,People,13300,All,Part Time
S12000045,2015-Q1,Count,People,14300,All,Part Time
S12000006,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,66.8,All,Full Time
S12000021,2013-Q2,95% Lower Confidence Limit,Percentage Of People Employed,23.5,All,Part Time
S12000028,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,64.3,All,Full Time
S12000008,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,70,All,Full Time
S12000028,2012-Q2,95% Upper Confidence Limit,Percentage Of People Employed,33.9,All,Part Time
S12000021,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,21,All,Part Time
S12000006,2008-Q1,95% Upper Confidence Limit,Percentage Of People Employed,32.5,All,Part Time
S12000045,2009-Q4,Count,People,13700,All,Part Time
S12000045,2017-Q1,Count,People,14400,All,Part Time
S12000006,2011-Q3,Ratio,Percentage Of People Employed,31.6,All,Part Time
S12000042,2011-Q2,95% Lower Confidence Limit,Percentage Of People Employed,31.1,All,Part Time
S12000021,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,23.9,All,Part Time
S12000042,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,27.3,All,Part Time
S12000045,2009-Q3,Count,People,13400,All,Part Time
S12000008,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,72.4,All,Full Time
S12000028,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,65.5,All,Full Time
S12000006,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,69.2,All,Full Time
S12000028,2018-Q1,Count,People,34600,All,Full Time
S12000006,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,68.4,All,Full Time
S12000008,2014-Q1,95% Lower Confidence Limit,Percentage Of People Employed,70.3,All,Full Time
S12000006,2012-Q3,Ratio,Percentage Of People Employed,32.4,All,Part Time
S12000045,2010-Q3,Count,People,14000,All,Part Time
S12000028,2012-Q3,95% Lower Confidence Limit,Percentage Of People Employed,26.1,All,Part Time
S12000045,2014-Q2,Ratio,Percentage Of People Employed,25.5,All,Part Time
S12000021,2015-Q1,Count,People,42700,All,Full Time
S12000028,2005-Q1,Count,People,36700,All,Full Time
S12000042,2013-Q3,Ratio,Percentage Of People Employed,64.8,All,Full Time
S12000006,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,27.1,All,Part Time
S12000027,2015-Q4,95% Upper Confidence Limit,Percentage Of People Employed,79.8,All,Full Time
S12000027,2008-Q3,95% Lower Confidence Limit,Percentage Of People Employed,22,All,Part Time
S12000045,2017-Q1,Ratio,Percentage Of People Employed,28.7,All,Part Time
S12000042,2015-Q1,Count,People,16900,All,Part Time
S12000006,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,32.9,All,Part Time
S12000021,2015-Q3,Count,People,41100,All,Full Time
S12000027,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,24,All,Part Time
S12000006,2011-Q3,Count,People,45000,All,Full Time
S12000045,2011-Q1,Ratio,Percentage Of People Employed,26.4,All,Part Time
S12000045,2013-Q2,Ratio,Percentage Of People Employed,26.7,All,Part Time
S12000006,2012-Q3,Count,People,44200,All,Full Time
S12000008,2016-Q3,Count,People,37200,All,Full Time
S12000042,2009-Q1,Count,People,18400,All,Part Time
S12000006,2008-Q2,Ratio,Percentage Of People Employed,28.8,All,Part Time
